GeoType,CDTAType,GeogName,GeoID,Borough,Pop16plE,Pop16plM,Pop16plC,Pop16plP,Pop16plZ,MdHHIncE,MdHHIncM,MdHHIncC,MnHHIncE,MnHHIncM,MnHHIncC,MdFamIncE,MdFamIncM,MdFamIncC,Nfam2E,Nfam2M,Nfam2C,Nfam2P,Nfam2Z,MdNFIncE,MdNFIncM,MdNFIncC,PerCapIncE,PerCapIncM,PerCapIncC,FamPvUE,FamPvUM,FamPvUC,FamPvUP,FamPvUZ,FamBwPvE,FamBwPvM,FamBwPvC,FamBwPvP,FamBwPvZ,PopPvU1E,PopPvU1M,PopPvU1C,PopPvU1P,PopPvU1Z,PBwPvE,PBwPvM,PBwPvC,PBwPvP,PBwPvZ,PU18PvUE,PU18PvUM,PU18PvUC,PU18PvUP,PU18PvUZ,PU18BwPvE,PU18BwPvM,PU18BwPvC,PU18BwPvP,PU18BwPvZ,P65plPvUE,P65plPvUM,P65plPvUC,P65plPvUP,P65plPvUZ,P65plBwPvE,P65plBwPvM,P65plBwPvC,P65plBwPvP,P65plBwPvZ,PopPvU2E,PopPvU2M,PopPvU2C,PopPvU2P,PopPvU2Z,PvU50E,PvU50M,PvU50C,PvU50P,PvU50Z,Pv50t74E,Pv50t74M,Pv50t74C,Pv50t74P,Pv50t74Z,Pv75t99E,Pv75t99M,Pv75t99C,Pv75t99P,Pv75t99Z,Pv100t124E,Pv100t124M,Pv100t124C,Pv100t124P,Pv100t124Z,Pv125t149E,Pv125t149M,Pv125t149C,Pv125t149P,Pv125t149Z,Pv150t174E,Pv150t174M,Pv150t174C,Pv150t174P,Pv150t174Z,Pv175t184E,Pv175t184M,Pv175t184C,Pv175t184P,Pv175t184Z,Pv185t199E,Pv185t199M,Pv185t199C,Pv185t199P,Pv185t199Z,Pv200t299E,Pv200t299M,Pv200t299C,Pv200t299P,Pv200t299Z,Pv300t399E,Pv300t399M,Pv300t399C,Pv300t399P,Pv300t399Z,Pv400t499E,Pv400t499M,Pv400t499C,Pv400t499P,Pv400t499Z,Pv500plE,Pv500plM,Pv500plC,Pv500plP,Pv500plZ,,
CDTA2020,CD,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),201,Bronx,"73,432","2,606",2.2,100.0,0.0,"31,296","2,081",4.0,"51,341","3,875",4.6,"37,737","2,344",3.8,"13,839","1,027",4.5,100.0,0.0,"15,729","1,797",6.9,"20,284","1,648",4.9,"23,482","1,237",3.2,100.0,0.0,"7,905",971,7.5,33.7,3.7,"96,493","3,781",2.4,100.0,0.0,"38,169","3,249",5.2,39.6,3.0,"25,855","2,128",5.0,100.0,0.0,"12,804","1,861",8.8,49.5,5.9,"11,358","1,017",5.4,100.0,0.0,"5,030",792,9.6,44.3,5.7,"96,493","3,781",2.4,100.0,0.0,"21,334","1,840",5.2,22.1,1.7,"8,554","1,249",8.9,8.9,1.2,"8,281","1,044",7.7,8.6,1.0,"7,735","1,162",9.1,8.0,1.2,"7,495","1,177",9.5,7.8,1.2,"4,840",879,11.0,5.0,0.9,"1,721",526,18.6,1.8,0.5,"2,661",610,13.9,2.8,0.6,"11,522","1,290",6.8,11.9,1.3,"7,509",975,7.9,7.8,1.0,"6,518","1,051",9.8,6.8,1.1,"8,323","1,033",7.5,8.6,1.0,,
CDTA2020,CD,BX02 Longwood-Hunts Point (CD 2 Approximation),202,Bronx,"41,731","2,046",3.0,100.0,0.0,"39,739","2,929",4.5,"56,984","5,746",6.1,"48,563","4,202",5.3,"7,636",685,5.5,100.0,0.0,"18,814","3,017",9.7,"21,107","2,187",6.3,"12,085",794,4.0,100.0,0.0,"3,053",455,9.1,25.3,3.4,"54,078","2,739",3.1,100.0,0.0,"17,524","1,857",6.4,32.4,3.0,"14,577","1,359",5.7,100.0,0.0,"5,870",997,10.3,40.3,5.7,"6,499",650,6.1,100.0,0.0,"1,913",380,12.1,29.4,5.1,"54,078","2,739",3.1,100.0,0.0,"9,186","1,000",6.6,17.0,1.6,"3,442",571,10.1,6.4,1.0,"4,896",709,8.8,9.1,1.2,"3,503",603,10.5,6.5,1.1,"3,412",657,11.7,6.3,1.2,"2,846",585,12.5,5.3,1.0,"1,080",327,18.4,2.0,0.6,"2,748",643,14.2,5.1,1.2,"8,839","1,058",7.3,16.3,1.8,"6,601",963,8.9,12.2,1.7,"2,557",552,13.1,4.7,1.0,"4,968",826,10.1,9.2,1.5,,
CDTA2020,CD,BX03 Morrisania-Crotona Park East (CD 3 Approximation),203,Bronx,"67,110","2,821",2.6,100.0,0.0,"33,688","2,999",5.4,"49,729","4,066",5.0,"43,634","3,165",4.4,"13,382","1,012",4.6,100.0,0.0,"17,486","2,604",9.1,"19,821","1,635",5.0,"20,282","1,208",3.6,100.0,0.0,"6,037",818,8.2,29.8,3.6,"87,189","3,683",2.6,100.0,0.0,"32,257","2,982",5.6,37.0,3.0,"23,443","1,948",5.1,100.0,0.0,"10,622","1,666",9.5,45.3,6.0,"9,982","1,034",6.3,100.0,0.0,"4,106",684,10.1,41.1,5.4,"87,189","3,683",2.6,100.0,0.0,"15,377","1,478",5.8,17.6,1.5,"8,834","1,283",8.8,10.1,1.4,"8,046","1,056",8.0,9.2,1.1,"6,854","1,140",10.1,7.9,1.3,"6,859",966,8.6,7.9,1.1,"4,459","1,065",14.5,5.1,1.2,"1,857",508,16.6,2.1,0.6,"1,810",570,19.1,2.1,0.6,"15,183","1,525",6.1,17.4,1.6,"8,693","1,163",8.1,10.0,1.3,"3,414",640,11.4,3.9,0.7,"5,803",831,8.7,6.7,0.9,,
CDTA2020,CD,BX04 Highbridge-Concourse (CD 4 Approximation),204,Bronx,"114,826","3,561",1.9,100.0,0.0,"42,143","3,151",4.5,"59,673","3,700",3.8,"49,539","2,549",3.1,"22,424","1,480",4.0,100.0,0.0,"23,068","2,620",6.9,"23,034","1,467",3.9,"33,858","1,435",2.6,100.0,0.0,"9,440","1,056",6.8,27.9,2.9,"147,342","4,775",2.0,100.0,0.0,"47,378","3,650",4.7,32.2,2.2,"37,222","2,417",3.9,100.0,0.0,"14,321","1,868",7.9,38.5,4.4,"17,314","1,414",5.0,100.0,0.0,"6,661","1,007",9.2,38.5,4.9,"147,342","4,775",2.0,100.0,0.0,"22,016","1,677",4.6,14.9,1.0,"11,718","1,344",7.0,8.0,0.9,"13,644","1,527",6.8,9.3,1.0,"9,409","1,278",8.3,6.4,0.8,"6,754",930,8.4,4.6,0.6,"11,617","1,457",7.6,7.9,1.0,"3,855",878,13.8,2.6,0.6,"3,645",685,11.4,2.5,0.5,"25,517","2,000",4.8,17.3,1.2,"14,243","1,374",5.9,9.7,0.9,"12,313","1,413",7.0,8.4,0.9,"12,611","1,184",5.7,8.6,0.8,,
CDTA2020,CD,BX05 Morris Heights-Mount Hope (CD 5 Approximation),205,Bronx,"101,761","3,312",2.0,100.0,0.0,"39,638","2,884",4.4,"54,709","3,340",3.7,"48,231","1,957",2.5,"16,171","1,144",4.3,100.0,0.0,"19,978","2,051",6.2,"19,789","1,262",3.9,"30,409","1,335",2.7,100.0,0.0,"8,511",922,6.6,28.0,2.8,"132,897","4,739",2.2,100.0,0.0,"43,792","3,283",4.6,33.0,2.2,"35,580","2,617",4.5,100.0,0.0,"14,106","1,918",8.3,39.6,4.5,"12,105",981,4.9,100.0,0.0,"4,627",633,8.3,38.2,4.2,"132,897","4,739",2.2,100.0,0.0,"23,158","1,868",4.9,17.4,1.3,"10,499","1,197",6.9,7.9,0.9,"10,135","1,143",6.9,7.6,0.8,"9,227","1,121",7.4,6.9,0.8,"9,685","1,229",7.7,7.3,0.9,"9,066","1,290",8.6,6.8,0.9,"2,405",614,15.5,1.8,0.5,"2,998",666,13.5,2.3,0.5,"24,252","1,830",4.6,18.2,1.2,"17,158","1,571",5.6,12.9,1.1,"5,479",840,9.3,4.1,0.6,"8,835","1,136",7.8,6.6,0.8,,
CDTA2020,CD,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),206,Bronx,"65,904","2,416",2.2,100.0,0.0,"33,090","2,789",5.1,"52,803","4,677",5.4,"43,501","3,328",4.7,"12,235",904,4.5,100.0,0.0,"18,515","3,330",10.9,"19,679","1,784",5.5,"18,999","1,045",3.3,100.0,0.0,"6,372",798,7.6,33.5,3.8,"83,134","3,531",2.6,100.0,0.0,"32,126","2,738",5.2,38.6,2.9,"22,746","1,969",5.3,100.0,0.0,"10,795","1,591",9.0,47.5,5.7,"9,091",847,5.7,100.0,0.0,"4,044",661,9.9,44.5,6.0,"83,134","3,531",2.6,100.0,0.0,"15,313","1,406",5.6,18.4,1.5,"6,903",927,8.2,8.3,1.1,"9,910","1,171",7.2,11.9,1.3,"5,707",838,8.9,6.9,1.0,"6,858","1,065",9.4,8.2,1.2,"4,973",760,9.3,6.0,0.9,"1,147",364,19.3,1.4,0.4,"1,652",382,14.1,2.0,0.5,"13,172","1,305",6.0,15.8,1.4,"6,275",844,8.2,7.5,1.0,"4,939",795,9.8,5.9,0.9,"6,285",839,8.1,7.6,1.0,,
CDTA2020,CD,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),207,Bronx,"106,771","3,312",1.9,100.0,0.0,"46,185","2,585",3.4,"62,727","3,609",3.5,"54,189","2,679",3.0,"20,737","1,210",3.5,100.0,0.0,"26,848","3,456",7.8,"23,947","1,386",3.5,"31,189","1,347",2.6,100.0,0.0,"6,977",823,7.2,22.4,2.5,"134,031","4,350",2.0,100.0,0.0,"35,704","3,079",5.2,26.6,2.1,"31,965","2,069",3.9,100.0,0.0,"10,719","1,434",8.1,33.5,3.9,"14,476","1,176",4.9,100.0,0.0,"4,611",803,10.6,31.9,4.9,"134,031","4,350",2.0,100.0,0.0,"16,592","1,406",5.2,12.4,1.0,"10,400","1,207",7.1,7.8,0.9,"8,712","1,010",7.0,6.5,0.7,"8,876","1,014",6.9,6.6,0.7,"8,249",997,7.4,6.2,0.7,"7,549",900,7.2,5.6,0.6,"4,384",769,10.7,3.3,0.6,"5,249",771,8.9,3.9,0.6,"22,772","1,674",4.5,17.0,1.1,"17,654","1,667",5.7,13.2,1.2,"11,003","1,114",6.2,8.2,0.8,"12,591","1,105",5.3,9.4,0.8,,
CDTA2020,CD,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),208,Bronx,"84,663","2,805",2.0,100.0,0.0,"75,226","4,289",3.5,"108,152","5,696",3.2,"93,012","6,693",4.4,"18,685","1,195",3.9,100.0,0.0,"58,265","4,541",4.7,"44,646","2,527",3.4,"24,256","1,110",2.8,100.0,0.0,"3,157",595,11.5,13.0,2.4,"100,735","3,817",2.3,100.0,0.0,"17,738","2,739",9.4,17.6,2.6,"23,684","2,055",5.3,100.0,0.0,"5,923","1,550",15.9,25.0,6.2,"20,016","1,259",3.8,100.0,0.0,"2,618",490,11.4,13.1,2.3,"100,735","3,817",2.3,100.0,0.0,"9,743","1,432",8.9,9.7,1.4,"3,218",662,12.5,3.2,0.6,"4,777",774,9.8,4.7,0.7,"4,393",808,11.2,4.4,0.8,"3,158",611,11.8,3.1,0.6,"2,616",518,12.0,2.6,0.5,"1,650",449,16.5,1.6,0.4,"3,055",583,11.6,3.0,0.6,"12,426","1,280",6.3,12.3,1.2,"11,939","1,218",6.2,11.9,1.1,"10,999","1,187",6.6,10.9,1.1,"32,761","1,778",3.3,32.5,1.3,,
CDTA2020,CD,BX09 Soundview-Parkchester (CD 9 Approximation),209,Bronx,"133,057","3,613",1.7,100.0,0.0,"50,178","2,514",3.0,"69,195","3,629",3.2,"59,597","2,905",3.0,"22,349","1,271",3.5,100.0,0.0,"30,227","3,201",6.4,"25,663","1,368",3.2,"40,617","1,537",2.3,100.0,0.0,"8,990",852,5.8,22.1,1.9,"169,110","4,704",1.7,100.0,0.0,"44,268","3,105",4.3,26.2,1.7,"40,533","2,240",3.4,100.0,0.0,"14,356","1,653",7.0,35.4,3.6,"24,772","1,399",3.4,100.0,0.0,"6,458",771,7.3,26.1,2.7,"169,110","4,704",1.7,100.0,0.0,"24,604","1,857",4.6,14.5,1.0,"9,910","1,021",6.3,5.9,0.6,"9,754","1,002",6.2,5.8,0.6,"10,932","1,056",5.9,6.5,0.6,"9,464","1,018",6.5,5.6,0.6,"8,939","1,030",7.0,5.3,0.6,"3,633",590,9.9,2.1,0.3,"4,773",683,8.7,2.8,0.4,"28,784","1,951",4.1,17.0,1.1,"19,448","1,599",5.0,11.5,0.9,"12,855","1,276",6.0,7.6,0.7,"26,014","1,786",4.2,15.4,1.0,,
CDTA2020,CD,BX10 Co-op City-Throgs Neck (CD 10 Approximation),210,Bronx,"105,295","3,222",1.9,100.0,0.0,"70,292","3,465",3.0,"91,815","4,853",3.2,"85,896","4,500",3.2,"18,553","1,111",3.6,100.0,0.0,"40,301","4,225",6.4,"36,489","2,022",3.4,"32,102","1,380",2.6,100.0,0.0,"3,189",540,10.3,9.9,1.6,"125,244","4,164",2.0,100.0,0.0,"17,835","1,971",6.7,14.2,1.5,"25,707","2,063",4.9,100.0,0.0,"4,549",927,12.4,17.7,3.3,"23,912","1,561",4.0,100.0,0.0,"4,043",660,9.9,16.9,2.5,"125,244","4,164",2.0,100.0,0.0,"8,850",952,6.5,7.1,0.7,"3,582",704,11.9,2.9,0.6,"5,403",834,9.4,4.3,0.6,"5,134",746,8.8,4.1,0.6,"5,791",891,9.4,4.6,0.7,"6,049","1,482",14.9,4.8,1.2,"2,282",460,12.2,1.8,0.4,"2,919",607,12.6,2.3,0.5,"17,974","1,553",5.3,14.4,1.1,"18,168","1,515",5.1,14.5,1.1,"15,002","1,579",6.4,12.0,1.2,"34,090","1,995",3.6,27.2,1.3,,
CDTA2020,CD,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),211,Bronx,"92,188","2,582",1.7,100.0,0.0,"65,063","3,140",2.9,"85,209","4,451",3.2,"76,235","4,739",3.8,"15,438",961,3.8,100.0,0.0,"37,310","4,301",7.0,"32,032","1,721",3.3,"27,452","1,111",2.5,100.0,0.0,"3,659",486,8.1,13.3,1.7,"110,430","3,392",1.9,100.0,0.0,"19,596","1,967",6.1,17.7,1.7,"24,272","1,665",4.2,100.0,0.0,"5,735","1,029",10.9,23.6,3.9,"16,358","1,031",3.8,100.0,0.0,"3,079",492,9.7,18.8,2.8,"110,430","3,392",1.9,100.0,0.0,"9,782",990,6.2,8.9,0.9,"4,011",603,9.1,3.6,0.5,"5,803",834,8.7,5.3,0.7,"5,034",585,7.1,4.6,0.5,"4,120",537,7.9,3.7,0.5,"5,623",768,8.3,5.1,0.7,"1,085",383,21.5,1.0,0.3,"3,098",534,10.5,2.8,0.5,"19,555","1,306",4.1,17.7,1.1,"15,162","1,170",4.7,13.7,1.0,"11,857","1,076",5.5,10.7,0.9,"25,300","1,423",3.4,22.9,1.1,,
CDTA2020,CD,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),212,Bronx,"126,944","3,865",1.9,100.0,0.0,"66,304","3,076",2.8,"88,437","4,748",3.3,"80,449","4,187",3.2,"18,581","1,152",3.8,100.0,0.0,"38,769","3,675",5.8,"31,532","1,698",3.3,"38,831","1,484",2.3,100.0,0.0,"6,537",854,7.9,16.8,2.1,"158,121","5,078",2.0,100.0,0.0,"31,794","3,092",5.9,20.1,1.8,"36,798","2,279",3.8,100.0,0.0,"10,271","1,677",9.9,27.9,4.2,"24,012","1,563",4.0,100.0,0.0,"4,042",589,8.9,16.8,2.2,"158,121","5,078",2.0,100.0,0.0,"15,407","1,387",5.5,9.7,0.8,"9,331","1,348",8.8,5.9,0.8,"7,056",958,8.3,4.5,0.6,"7,177",877,7.4,4.5,0.5,"6,539",910,8.5,4.1,0.6,"6,450",919,8.7,4.1,0.6,"2,249",600,16.2,1.4,0.4,"2,972",524,10.7,1.9,0.3,"26,923","1,817",4.1,17.0,1.0,"21,678","1,549",4.3,13.7,0.9,"15,235","1,288",5.1,9.6,0.8,"37,104","2,049",3.4,23.5,1.1,,
CDTA2020,JIA,BX26 Van Cortlandt Park (JIA 26 Equivalent),226,Bronx,56,29,31.5,100.0,0.0,"106,249","162,537",93.0,"123,613","97,619",48.0,,,,38,21,33.6,100.0,0.0,"106,249","162,537",93.0,"85,286","66,236",47.2,0,,,,,0,,,,,56,29,31.5,100.0,0.0,10,16,97.3,17.9,27.0,0,,,,,0,,,,,0,,,,,0,,,,,56,29,31.5,100.0,0.0,10,16,97.3,17.9,27.0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,9,15,101.3,16.1,25.5,8,12,91.2,14.3,20.1,29,21,43.7,51.8,25.8,,
CDTA2020,JIA,BX27 Bronx Park (JIA 27 Approximation),227,Bronx,26,35,81.8,100.0,0.0,"67,498",,,,,,"67,498",,,0,,,,,,,,"12,435","24,054",117.6,4,6,91.2,100.0,0.0,0,,,,,26,35,81.8,100.0,0.0,2,4,121.6,7.7,11.4,5,7,85.1,100.0,0.0,0,,,,,0,,,,,0,,,,,26,35,81.8,100.0,0.0,2,4,109.6,7.7,9.2,0,,,,,0,,,,,1,2,121.6,3.8,5.7,0,,,,,0,,,,,0,,,,,23,19,50.1,88.5,139.6,0,,,,,0,,,,,0,,,,,0,,,,,,
CDTA2020,JIA,BX28 Pelham Bay Park (JIA 28 Approximation),228,Bronx,36,51,86.1,100.0,0.0,"45,499",,,,,,"45,499",,,0,,,,,,,,"8,121","17,313",129.6,18,25,84.4,100.0,0.0,8,15,114.0,44.4,56.0,57,85,90.7,100.0,0.0,15,29,117.5,26.3,32.4,21,36,104.2,100.0,0.0,0,,,,,1,2,121.6,100.0,0.0,0,,,,,57,85,90.7,100.0,0.0,15,29,117.5,26.3,32.4,0,,,,,0,,,,,0,,,,,0,,,,,38,34,54.8,66.7,116.2,0,,,,,0,,,,,4,5,81.8,7.0,14.1,0,,,,,0,,,,,0,,,,,,
CDTA2020,CD,MN01 Financial District-Tribeca (CD 1 Equivalent),101,Manhattan,"62,189","2,848",2.8,100.0,0.0,"200,000",,,"352,297","42,356",7.3,"200,000",,,"18,951","1,167",3.7,100.0,0.0,"173,701","13,166",4.6,"166,196","19,332",7.1,"14,381","1,278",5.4,100.0,0.0,456,223,29.7,3.2,1.5,"68,551","3,343",3.0,100.0,0.0,"4,172","1,020",14.9,6.1,1.5,"10,561","1,225",7.0,100.0,0.0,587,458,47.4,5.6,4.3,"6,834","1,200",10.7,100.0,0.0,782,269,20.9,11.4,3.4,"68,551","3,343",3.0,100.0,0.0,"2,691",802,18.1,3.9,1.2,476,216,27.6,0.7,0.3,"1,005",353,21.3,1.5,0.5,369,219,36.1,0.5,0.3,757,312,25.1,1.1,0.5,686,267,23.7,1.0,0.4,588,335,34.6,0.9,0.5,389,201,31.5,0.6,0.3,"2,404",573,14.5,3.5,0.8,"3,769","1,003",16.2,5.5,1.4,"4,119",766,11.3,6.0,1.1,"51,298","2,954",3.5,74.8,2.3,,
CDTA2020,CD,MN02 Greenwich Village-SoHo (CD 2 Equivalent),102,Manhattan,"79,361","2,894",2.2,100.0,0.0,"157,525","10,105",3.9,"279,573","26,917",5.9,"200,000",,,"31,537","1,504",2.9,100.0,0.0,"124,043","7,536",3.7,"151,470","12,755",5.1,"15,002","1,139",4.6,100.0,0.0,378,144,23.2,2.5,0.9,"80,852","3,266",2.5,100.0,0.0,"6,161","1,000",9.9,7.6,1.2,"7,386",902,7.4,100.0,0.0,207,112,32.7,2.8,1.5,"14,910","1,126",4.6,100.0,0.0,"1,479",357,14.7,9.9,2.3,"80,852","3,266",2.5,100.0,0.0,"3,800",825,13.2,4.7,1.0,"1,116",317,17.3,1.4,0.4,"1,245",328,16.0,1.5,0.4,"1,041",294,17.2,1.3,0.4,"1,674",395,14.3,2.1,0.5,"1,236",411,20.2,1.5,0.5,532,380,43.4,0.7,0.5,691,252,22.1,0.9,0.3,"4,222",678,9.8,5.2,0.8,"5,312",912,10.4,6.6,1.1,"4,504",721,9.7,5.6,0.9,"55,479","2,701",3.0,68.6,1.9,,
CDTA2020,CD,MN03 Lower East Side-Chinatown (CD 3 Equivalent),103,Manhattan,"137,881","4,276",1.9,100.0,0.0,"58,967","3,533",3.6,"111,241","7,903",4.3,"57,274","4,546",4.8,"44,786","1,868",2.5,100.0,0.0,"59,300","5,288",5.4,"56,604","3,999",4.3,"28,762","1,674",3.5,100.0,0.0,"6,288",972,9.4,21.9,3.1,"147,229","4,943",2.0,100.0,0.0,"36,039","3,184",5.4,24.5,2.0,"17,006","1,874",6.7,100.0,0.0,"6,080","1,625",16.2,35.8,8.7,"29,919","1,897",3.9,100.0,0.0,"9,538","1,280",8.2,31.9,3.8,"147,229","4,943",2.0,100.0,0.0,"18,789","2,067",6.7,12.8,1.3,"8,575","1,278",9.1,5.8,0.8,"8,675","1,007",7.1,5.9,0.7,"7,741",958,7.5,5.3,0.6,"6,086",891,8.9,4.1,0.6,"5,804","1,121",11.7,3.9,0.7,"1,545",367,14.4,1.0,0.2,"3,433",718,12.7,2.3,0.5,"17,524","1,555",5.4,11.9,1.0,"13,593","1,626",7.3,9.2,1.1,"9,280","1,147",7.5,6.3,0.7,"46,184","2,724",3.6,31.4,1.5,,
CDTA2020,CD,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),104,Manhattan,"108,356","3,659",2.1,100.0,0.0,"116,306","5,018",2.6,"187,704","12,808",4.1,"170,280","17,468",6.2,"48,998","2,279",2.8,100.0,0.0,"103,253","5,412",3.2,"112,930","7,669",4.1,"20,167","1,399",4.2,100.0,0.0,"1,544",380,15.0,7.7,1.8,"115,619","3,922",2.1,100.0,0.0,"14,205","1,510",6.5,12.3,1.2,"9,429","1,150",7.4,100.0,0.0,"1,554",496,19.4,16.5,4.9,"19,169","1,714",5.4,100.0,0.0,"3,139",774,15.0,16.4,3.8,"115,619","3,922",2.1,100.0,0.0,"7,506","1,010",8.2,6.5,0.8,"3,824",799,12.7,3.3,0.7,"2,875",678,14.3,2.5,0.6,"2,642",726,16.7,2.3,0.6,"3,589",947,16.0,3.1,0.8,"2,468",605,14.9,2.1,0.5,"1,357",489,21.9,1.2,0.4,915,323,21.5,0.8,0.3,"8,631","1,172",8.3,7.5,1.0,"9,885","1,401",8.6,8.5,1.2,"7,260","1,014",8.5,6.3,0.9,"64,667","3,233",3.0,55.9,2.1,,
CDTA2020,CD,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),105,Manhattan,"47,950","1,845",2.3,100.0,0.0,"167,989","14,025",5.1,"264,998","23,551",5.4,"200,000",,,"20,611","1,163",3.4,100.0,0.0,"123,394","11,713",5.8,"159,135","16,576",6.3,"8,046",678,5.1,100.0,0.0,411,203,30.0,5.1,2.5,"48,692","2,137",2.7,100.0,0.0,"6,232",850,8.3,12.8,1.7,"3,793",717,11.5,100.0,0.0,352,297,51.4,9.3,7.6,"8,407",794,5.7,100.0,0.0,"1,249",263,12.8,14.9,2.8,"48,692","2,137",2.7,100.0,0.0,"3,688",622,10.3,7.6,1.2,"1,620",439,16.5,3.3,0.9,924,253,16.6,1.9,0.5,708,241,20.7,1.5,0.5,794,215,16.4,1.6,0.4,576,246,26.0,1.2,0.5,228,180,48.1,0.5,0.4,221,122,33.5,0.5,0.2,"2,394",465,11.8,4.9,0.9,"2,286",412,11.0,4.7,0.8,"2,637",529,12.2,5.4,1.1,"32,616","1,927",3.6,67.0,2.7,,
CDTA2020,CD,MN06 East Midtown-Murray Hill (CD 6 Approximation),106,Manhattan,"131,658","4,453",2.1,100.0,0.0,"154,907","6,748",2.6,"224,961","14,328",3.9,"200,000",,,"51,060","2,091",2.5,100.0,0.0,"117,856","4,369",2.3,"125,771","8,438",4.1,"27,471","1,878",4.2,100.0,0.0,"1,091",615,34.2,4.0,2.2,"140,961","5,150",2.2,100.0,0.0,"11,892","1,775",9.1,8.4,1.2,"14,474","1,646",6.9,100.0,0.0,376,308,49.8,2.6,2.1,"29,088","2,479",5.2,100.0,0.0,"2,367",590,15.1,8.1,1.9,"140,961","5,150",2.2,100.0,0.0,"7,184","1,113",9.4,5.1,0.8,"2,557",731,17.4,1.8,0.5,"2,151","1,008",28.5,1.5,0.7,"2,327",729,19.0,1.7,0.5,"1,235",380,18.7,0.9,0.3,"1,956",669,20.8,1.4,0.5,413,201,29.5,0.3,0.1,"1,771",741,25.4,1.3,0.5,"6,606","1,099",10.1,4.7,0.8,"8,438","1,263",9.1,6.0,0.9,"9,496","1,701",10.9,6.7,1.2,"96,827","4,105",2.6,68.7,1.5,,
CDTA2020,CD,MN07 Upper West Side (CD 7 Approximation),107,Manhattan,"187,789","5,841",1.9,100.0,0.0,"144,026","5,770",2.4,"250,436","12,872",3.1,"200,000",,,"58,881","2,411",2.5,100.0,0.0,"97,857","4,672",2.9,"125,386","6,950",3.4,"48,236","2,271",2.9,100.0,0.0,"2,886",705,14.8,6.0,1.4,"214,612","7,261",2.1,100.0,0.0,"23,628","2,609",6.7,11.0,1.2,"33,606","2,818",5.1,100.0,0.0,"4,224","1,399",20.1,12.6,4.0,"46,147","2,427",3.2,100.0,0.0,"5,281",940,10.8,11.4,1.9,"214,612","7,261",2.1,100.0,0.0,"14,564","1,823",7.6,6.8,0.8,"4,412",917,12.6,2.1,0.4,"4,652",811,10.6,2.2,0.4,"4,919","1,157",14.3,2.3,0.5,"3,363",711,12.9,1.6,0.3,"4,198",903,13.1,2.0,0.4,"1,089",381,21.3,0.5,0.2,"1,098",315,17.5,0.5,0.1,"13,295","1,650",7.5,6.2,0.7,"11,841","1,356",7.0,5.5,0.6,"15,003","1,734",7.0,7.0,0.8,"136,178","5,199",2.3,63.5,1.1,,
CDTA2020,CD,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),108,Manhattan,"184,415","5,191",1.7,100.0,0.0,"153,866","6,423",2.5,"263,863","14,919",3.4,"200,000",,,"61,569","2,573",2.5,100.0,0.0,"107,784","4,308",2.4,"138,699","7,998",3.5,"48,788","2,174",2.7,100.0,0.0,"2,093",588,17.1,4.3,1.2,"210,038","6,105",1.8,100.0,0.0,"15,337","2,092",8.3,7.3,1.0,"31,170","2,141",4.2,100.0,0.0,"1,615",524,19.7,5.2,1.6,"48,208","2,453",3.1,100.0,0.0,"3,458",705,12.4,7.2,1.4,"210,038","6,105",1.8,100.0,0.0,"9,072","1,196",8.0,4.3,0.6,"3,660",936,15.5,1.7,0.4,"2,605",652,15.2,1.2,0.3,"2,016",706,21.3,1.0,0.3,"1,859",531,17.4,0.9,0.3,"2,707",619,13.9,1.3,0.3,"1,939",515,16.2,0.9,0.2,"1,709",508,18.1,0.8,0.2,"13,117","1,620",7.5,6.2,0.7,"14,632","1,775",7.4,7.0,0.8,"12,068","1,390",7.0,5.7,0.6,"144,654","4,850",2.0,68.9,1.2,,
