GeoType,CDTAType,GeogName,GeoID,Borough,Pop16plE,MdHHIncE,MdHHIncM,MdHHIncC,MnHHIncE,MnHHIncM,MnHHIncC,Fam2E,Fam2M,Fam2C,Fam2P,Fam2Z,MdFamIncE,MdFamIncM,MdFamIncC,Nfam2E,Nfam2M,Nfam2C,Nfam2P,Nfam2Z,MdNFIncE,MdNFIncM,MdNFIncC,MdNFIncP,MdNFIncZ,PerCapIncE,PerCapIncM,PerCapIncC,FamPvUE,FamPvUM,FamPvUC,FamPvUP,FamPvUZ,FamBwPvE,FamBwPvM,FamBwPvC,FamBwPvP,FamBwPvZ,PopPvU1E,PopPvU1M,PopPvU1C,PopPvU1P,PopPvU1Z,PBwPvE,PBwPvM,PBwPvC,PBwPvP,PBwPvZ,PU18PvUE,PU18PvUM,PU18PvUC,PU18PvUP,PU18PvUZ,PU18BwPvE,PU18BwPvM,PU18BwPvC,PU18BwPvP,PU18BwPvZ,P65plPvUE,P65plPvUM,P65plPvUC,P65plPvUP,P65plPvUZ,P65plBwPvE,P65plBwPvM,P65plBwPvC,P65plBwPvP,P65plBwPvZ,PopPvU2E,PopPvU2M,PopPvU2C,PopPvU2P,PopPvU2Z,PvU50E,PvU50M,PvU50C,PvU50P,PvU50Z,Pv50t74E,Pv50t74M,Pv50t74C,Pv50t74P,Pv50t74Z,Pv75t99E,Pv75t99M,Pv75t99C,Pv75t99P,Pv75t99Z,Pv100t124E,Pv100t124M,Pv100t124C,Pv100t124P,Pv100t124Z,Pv125t149E,Pv125t149M,Pv125t149C,Pv125t149P,Pv125t149Z,Pv150t174E,Pv150t174M,Pv150t174C,Pv150t174P,Pv150t174Z,Pv175t184E,Pv175t184M,Pv175t184C,Pv175t184P,Pv175t184Z,Pv185t199E,Pv185t199M,Pv185t199C,Pv185t199P,Pv185t199Z,Pv200t299E,Pv200t299M,Pv200t299C,Pv200t299P,Pv200t299Z,Pv300t399E,Pv300t399M,Pv300t399C,Pv300t399P,Pv300t399Z,Pv400t499E,Pv400t499M,Pv400t499C,Pv400t499P,Pv400t499Z,Pv500plE,Pv500plM,Pv500plC,Pv500plP,Pv500plZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),311,Brooklyn,"138,832","40,318","1,752",2.6,"56,683","1,704",1.8,"42,943",874,1.2,100,0,"47,846","2,401",3.0,"18,475",767,2.5,100,0,"24,114","1,763",4.4,,,"21,193",711,2.0,"42,943",874,1.2,100,0,"5,622",489,5.3,13.1,1.1,"168,645","3,062",1.1,100,0,"26,568","1,962",4.5,15.8,1.1,"33,898","1,356",2.4,100,0,"7,341",658,5.4,21.7,1.7,"29,024","1,020",2.1,100,0,"5,264",444,5.1,18.1,1.4,"168,645","3,062",1.1,100,0,"7,733",761,6.0,4.6,0.4,"7,082",672,5.8,4.2,0.4,"11,753",876,4.5,7.0,0.5,"10,502",807,4.7,6.2,0.5,"11,739",902,4.7,7.0,0.5,"9,642",838,5.3,5.7,0.5,"4,720",651,8.4,2.8,0.4,"6,328",691,6.6,3.8,0.4,"33,015","1,510",2.8,19.6,0.8,"20,167","1,185",3.6,12.0,0.7,"15,139",996,4.0,9.0,0.6,"30,825","1,323",2.6,18.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK12 Borough Park-Kensington (CD 12 Approximation),312,Brooklyn,"135,494","39,492","1,832",2.8,"55,574","1,763",1.9,"42,730",839,1.2,100,0,"42,553","1,753",2.5,"15,002",715,2.9,100,0,"26,130","3,431",8.0,,,"17,145",611,2.2,"42,730",839,1.2,100,0,"9,833",618,3.8,23.0,1.4,"190,952","3,780",1.2,100,0,"53,794","3,139",3.5,28.2,1.5,"62,471","1,927",1.9,100,0,"24,052","1,220",3.1,38.5,1.5,"19,215",819,2.6,100,0,"3,936",382,5.9,20.5,1.8,"190,952","3,780",1.2,100,0,"21,194","1,349",3.9,11.1,0.7,"15,864","1,129",4.3,8.3,0.6,"16,736","1,159",4.2,8.8,0.6,"15,370","1,142",4.5,8.0,0.6,"12,357","1,006",4.9,6.5,0.5,"10,016",897,5.4,5.2,0.5,"4,377",592,8.2,2.3,0.3,"6,044",746,7.5,3.2,0.4,"32,027","1,613",3.1,16.8,0.8,"19,372","1,192",3.7,10.1,0.6,"12,791",956,4.5,6.7,0.5,"24,804","1,230",3.0,13.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK13 Coney Island-Brighton Beach (CD 13 Approximation),313,Brooklyn,"84,583","32,787","1,925",3.6,"48,002","1,888",2.4,"26,094",754,1.8,100,0,"44,301","2,601",3.6,"16,491",716,2.6,100,0,"15,684","2,295",8.9,,,"21,085",931,2.7,"26,094",754,1.8,100,0,"4,321",448,6.3,16.6,1.6,"98,968","2,408",1.5,100,0,"23,161","1,823",4.8,23.4,1.8,"17,382","1,067",3.7,100,0,"5,235",589,6.8,30.1,2.8,"23,808",979,2.5,100,0,"7,737",560,4.4,32.5,1.9,"98,968","2,408",1.5,100,0,"7,881",825,6.4,8.0,0.8,"3,630",496,8.3,3.7,0.5,"11,650",862,4.5,11.8,0.8,"5,507",624,6.9,5.6,0.6,"6,569",759,7.0,6.6,0.8,"3,817",536,8.5,3.9,0.5,"2,347",394,10.2,2.4,0.4,"3,172",523,10.0,3.2,0.5,"17,494","1,224",4.3,17.7,1.2,"11,476",941,5.0,11.6,0.9,"7,620",752,6.0,7.7,0.7,"17,805","1,076",3.7,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK14 Flatbush-Midwood (CD 14 Approximation),314,Brooklyn,"122,877","43,061","2,170",3.1,"58,774","1,826",1.9,"37,377",873,1.4,100,0,"49,430","2,785",3.4,"19,217",820,2.6,100,0,"30,574","2,669",5.3,,,"21,452",775,2.2,"37,377",873,1.4,100,0,"6,922",565,5.0,18.5,1.4,"157,419","3,352",1.3,100,0,"33,468","2,369",4.3,21.3,1.4,"40,276","1,592",2.4,100,0,"11,655",878,4.6,28.9,1.9,"15,731",768,3.0,100,0,"3,965",382,5.9,25.2,2.1,"157,419","3,352",1.3,100,0,"13,926","1,075",4.7,8.8,0.7,"8,477",821,5.9,5.4,0.5,"11,064",903,5.0,7.0,0.6,"8,947",846,5.7,5.7,0.5,"8,959",857,5.8,5.7,0.5,"7,666",837,6.6,4.9,0.5,"4,797",704,8.9,3.0,0.4,"3,561",532,9.1,2.3,0.3,"28,258","1,533",3.3,18.0,0.9,"19,334","1,183",3.7,12.3,0.7,"13,285","1,001",4.6,8.4,0.6,"29,144","1,367",2.9,18.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),315,Brooklyn,"119,110","47,629","2,289",2.9,"64,269","1,936",1.8,"38,088",812,1.3,100,0,"60,372","3,343",3.4,"17,922",758,2.6,100,0,"25,272","2,719",6.5,,,"25,468",868,2.1,"38,088",812,1.3,100,0,"4,287",426,6.0,11.3,1.1,"143,866","2,773",1.2,100,0,"20,400","1,694",5.0,14.2,1.1,"28,528","1,272",2.7,100,0,"5,026",577,7.0,17.6,1.9,"24,162",910,2.3,100,0,"4,913",429,5.3,20.3,1.6,"143,866","2,773",1.2,100,0,"6,222",657,6.4,4.3,0.4,"5,326",600,6.8,3.7,0.4,"8,852",778,5.3,6.2,0.5,"7,218",688,5.8,5.0,0.5,"7,666",777,6.2,5.3,0.5,"7,231",745,6.3,5.0,0.5,"2,895",466,9.8,2.0,0.3,"3,555",492,8.4,2.5,0.3,"25,156","1,415",3.4,17.5,0.9,"17,551","1,083",3.8,12.2,0.7,"13,576",918,4.1,9.4,0.6,"38,618","1,510",2.4,26.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK16 Ocean Hill-Brownsville (CD 16 Approximation),316,Brooklyn,"58,114","25,967","1,997",4.7,"37,716","1,795",2.9,"20,237",641,1.9,100,0,"29,784","2,796",5.7,"9,834",594,3.7,100,0,"14,921","2,381",9.7,,,"14,682",804,3.3,"20,237",641,1.9,100,0,"6,705",527,4.8,33.1,2.4,"78,833","2,217",1.7,100,0,"29,020","2,067",4.3,36.8,2.4,"23,666","1,214",3.1,100,0,"11,288",885,4.8,47.7,2.8,"8,040",572,4.3,100,0,"2,656",355,8.1,33.0,3.7,"78,833","2,217",1.7,100,0,"16,823","1,185",4.3,21.3,1.4,"6,422",656,6.2,8.1,0.8,"5,775",604,6.4,7.3,0.7,"4,990",568,6.9,6.3,0.7,"4,045",518,7.8,5.1,0.6,"5,193",569,6.7,6.6,0.7,926,250,16.4,1.2,0.3,"2,730",449,10.0,3.5,0.6,"11,323",857,4.6,14.4,1.0,"7,817",684,5.3,9.9,0.8,"4,871",547,6.8,6.2,0.7,"7,918",736,5.6,10.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK17 East Flatbush (CD 17 Approximation),317,Brooklyn,"126,879","43,212","1,876",2.6,"56,322","1,772",1.9,"39,250",897,1.4,100,0,"49,551","2,569",3.2,"17,472",815,2.8,100,0,"27,958","2,155",4.7,,,"21,078",755,2.2,"39,250",897,1.4,100,0,"5,670",520,5.6,14.4,1.3,"157,186","3,268",1.3,100,0,"25,389","1,963",4.7,16.2,1.2,"36,289","1,439",2.4,100,0,"8,107",713,5.3,22.3,1.8,"18,313",866,2.9,100,0,"3,383",408,7.3,18.5,2.0,"157,186","3,268",1.3,100,0,"11,941",904,4.6,7.6,0.6,"5,662",664,7.1,3.6,0.4,"7,786",738,5.8,5.0,0.5,"8,638",768,5.4,5.5,0.5,"7,257",694,5.8,4.6,0.4,"8,945",813,5.5,5.7,0.5,"3,349",479,8.7,2.1,0.3,"4,717",601,7.8,3.0,0.4,"30,683","1,474",2.9,19.5,0.8,"22,531","1,191",3.2,14.3,0.7,"17,009","1,079",3.9,10.8,0.6,"28,667","1,400",3.0,18.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BK18 Canarsie-Flatlands (CD 18 Approximation),318,Brooklyn,"158,219","64,298","2,391",2.3,"75,761","1,883",1.5,"51,846",862,1.0,100,0,"72,597","2,747",2.3,"14,918",741,3.0,100,0,"33,869","2,769",5.0,,,"25,814",727,1.7,"51,846",862,1.0,100,0,"4,541",448,6.0,8.8,0.9,"200,959","3,332",1.0,100,0,"20,908","1,762",5.1,10.4,0.9,"50,000","1,651",2.0,100,0,"6,749",636,5.7,13.5,1.2,"20,979",862,2.5,100,0,"2,815",347,7.5,13.4,1.6,"200,959","3,332",1.0,100,0,"10,974",847,4.7,5.5,0.4,"3,790",488,7.8,1.9,0.2,"6,144",620,6.1,3.1,0.3,"6,175",681,6.7,3.1,0.3,"7,611",727,5.8,3.8,0.4,"7,531",733,5.9,3.7,0.4,"3,240",490,9.2,1.6,0.2,"4,058",516,7.7,2.0,0.3,"34,687","1,571",2.8,17.3,0.7,"30,711","1,443",2.9,15.3,0.7,"27,668","1,374",3.0,13.8,0.6,"58,370","1,931",2.0,29.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,JIA,BK55 Prospect Park (JIA 55 Approximation),355,Brooklyn,0,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,JIA,BK56 Jamaica Bay (West) (JIA 56 Approximation),356,Brooklyn,64,"38,332","78,113",123.9,0,,,27,45,101.3,100,0,"9,999",,,9,14,94.6,100,0,"87,498",,,,,"12,673","23,802",114.2,27,45,101.3,100,0,27,45,101.3,100.0,0.0,146,220,91.6,100,0,109,176,98.2,74.7,43.3,82,76,56.6,100,0,82,76,56.6,100.0,0.0,0,,,,,0,,,,,146,220,91.6,100,0,109,89,49.4,74.7,127.8,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,28,44,95.5,19.2,8.6,0,,,,,9,14,94.6,6.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),201,Bronx,"63,454","19,626","1,495",4.6,"31,739","1,594",3.1,"19,956",582,1.8,100,0,"23,894","1,744",4.4,"9,452",548,3.5,100,0,"11,291","1,329",7.2,,,"11,683",687,3.6,"19,956",582,1.8,100,0,"7,947",524,4.0,39.8,2.4,"87,013","2,428",1.7,100,0,"37,336","2,292",3.7,42.9,2.3,"27,030","1,284",2.9,100,0,"15,474",994,3.9,57.2,2.5,"7,635",571,4.5,100,0,"2,732",354,7.9,35.8,3.8,"87,013","2,428",1.7,100,0,"17,739","1,223",4.2,20.4,1.3,"9,785",845,5.3,11.2,0.9,"9,812",819,5.1,11.3,0.9,"7,704",775,6.1,8.9,0.9,"6,345",676,6.5,7.3,0.7,"5,223",632,7.4,6.0,0.7,"2,149",489,13.8,2.5,0.6,"2,777",443,9.7,3.2,0.5,"11,286",924,5.0,13.0,1.0,"6,648",705,6.4,7.6,0.8,"3,201",465,8.8,3.7,0.5,"4,344",632,8.8,5.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX02 Longwood-Hunts Point (CD 2 Approximation),202,Bronx,"38,031","22,073","2,376",6.5,"32,878","2,053",3.8,"11,591",435,2.3,100,0,"25,830","2,832",6.7,"4,891",402,5.0,100,0,"10,200","1,819",10.8,,,"11,368",827,4.4,"11,591",435,2.3,100,0,"4,583",401,5.3,39.5,3.1,"51,665","1,935",2.3,100,0,"21,554","1,700",4.8,41.7,2.9,"17,015",999,3.6,100,0,"9,125",741,4.9,53.6,3.0,"3,631",377,6.3,100,0,"1,606",248,9.4,44.2,5.1,"51,665","1,935",2.3,100,0,"9,759",842,5.2,18.9,1.5,"5,930",644,6.6,11.5,1.2,"5,865",646,6.7,11.4,1.2,"3,432",484,8.6,6.6,0.9,"3,950",519,8.0,7.6,1.0,"3,323",525,9.6,6.4,1.0,"1,147",298,15.8,2.2,0.6,"1,752",351,12.2,3.4,0.7,"8,091",780,5.9,15.7,1.4,"3,843",518,8.2,7.4,1.0,"2,542",437,10.5,4.9,0.8,"2,031",384,11.5,3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX03 Morrisania-Crotona Park East (CD 3 Approximation),203,Bronx,"51,775","20,692","1,825",5.4,"30,107","1,400",2.8,"17,117",529,1.9,100,0,"25,418","2,268",5.4,"7,641",506,4.0,100,0,"11,515","1,813",9.6,,,"11,096",604,3.3,"17,117",529,1.9,100,0,"6,742",505,4.6,39.4,2.7,"71,580","2,063",1.8,100,0,"30,291","1,985",4.0,42.3,2.5,"23,531","1,177",3.0,100,0,"12,266",857,4.2,52.1,2.5,"5,626",510,5.5,100,0,"2,392",339,8.6,42.5,4.6,"71,580","2,063",1.8,100,0,"13,585",998,4.5,19.0,1.3,"7,946",738,5.6,11.1,1.0,"8,760",798,5.5,12.2,1.1,"5,808",657,6.9,8.1,0.9,"5,448",622,6.9,7.6,0.8,"3,736",556,9.0,5.2,0.8,"1,319",311,14.3,1.8,0.4,"2,735",444,9.9,3.8,0.6,"11,586",891,4.7,16.2,1.2,"4,668",556,7.2,6.5,0.8,"3,047",521,10.4,4.3,0.7,"2,942",420,8.7,4.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX04 Highbridge-Concourse (CD 4 Approximation),204,Bronx,"104,813","26,993","1,777",4.0,"35,605","1,192",2.0,"31,558",769,1.5,100,0,"30,490","1,816",3.6,"17,070",759,2.7,100,0,"17,293","1,962",6.9,,,"13,222",533,2.5,"31,558",769,1.5,100,0,"10,630",672,3.8,33.7,2.0,"140,647","2,991",1.3,100,0,"50,174","2,690",3.3,35.7,1.8,"41,437","1,664",2.4,100,0,"19,912","1,186",3.6,48.1,2.1,"10,983",750,4.2,100,0,"3,901",453,7.1,35.5,3.3,"140,647","2,991",1.3,100,0,"19,952","1,275",3.9,14.2,0.9,"14,813","1,104",4.5,10.5,0.8,"15,409","1,085",4.3,11.0,0.7,"11,459","1,011",5.4,8.1,0.7,"10,485",979,5.7,7.5,0.7,"10,187",974,5.8,7.2,0.7,"3,499",529,9.2,2.5,0.4,"5,039",646,7.8,3.6,0.5,"23,502","1,473",3.8,16.7,1.0,"12,236",959,4.8,8.7,0.7,"5,536",650,7.1,3.9,0.5,"8,530",809,5.8,6.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX05 Morris Heights-Mount Hope (CD 5 Approximation),205,Bronx,"94,823","24,841","1,532",3.7,"34,228","1,295",2.3,"28,865",735,1.5,100,0,"26,659","1,661",3.8,"12,493",683,3.3,100,0,"17,478","1,854",6.4,,,"11,976",569,2.9,"28,865",735,1.5,100,0,"10,610",666,3.8,36.8,2.1,"128,881","3,318",1.6,100,0,"49,736","2,925",3.6,38.6,2.0,"39,553","1,582",2.4,100,0,"20,120","1,153",3.5,50.9,2.1,"7,382",595,4.9,100,0,"2,306",331,8.7,31.2,3.7,"128,881","3,318",1.6,100,0,"22,001","1,376",3.8,17.1,1.0,"14,756","1,169",4.8,11.4,0.9,"12,979",977,4.6,10.1,0.7,"10,610",874,5.0,8.2,0.6,"10,848",947,5.3,8.4,0.7,"8,319",853,6.2,6.5,0.6,"2,900",451,9.5,2.3,0.3,"3,231",490,9.2,2.5,0.4,"21,186","1,319",3.8,16.4,0.9,"12,191","1,040",5.2,9.5,0.8,"4,854",587,7.4,3.8,0.4,"5,005",591,7.2,3.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),206,Bronx,"57,590","21,325","1,724",4.9,"31,308","1,587",3.1,"17,201",568,2.0,100,0,"24,610","2,412",6.0,"9,205",542,3.6,100,0,"13,862","1,450",6.4,,,"11,396",643,3.4,"17,201",568,2.0,100,0,"6,873",532,4.7,40.0,2.8,"75,680","2,176",1.7,100,0,"32,067","2,193",4.2,42.4,2.6,"23,977","1,212",3.1,100,0,"13,065",920,4.3,54.5,2.7,"5,374",471,5.3,100,0,"1,976",297,9.1,36.8,4.5,"75,680","2,176",1.7,100,0,"14,826","1,079",4.4,19.6,1.3,"8,871",832,5.7,11.7,1.0,"8,370",823,6.0,11.1,1.0,"6,078",658,6.6,8.0,0.8,"5,652",646,6.9,7.5,0.8,"4,994",609,7.4,6.6,0.8,"1,199",254,12.9,1.6,0.3,"2,173",423,11.8,2.9,0.6,"10,272",849,5.0,13.6,1.1,"7,140",775,6.6,9.4,1.0,"2,609",431,10.0,3.4,0.6,"3,497",503,8.7,4.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),207,Bronx,"101,156","31,213","1,643",3.2,"42,000","1,592",2.3,"31,192",794,1.5,100,0,"33,823","1,863",3.3,"16,248",766,2.9,100,0,"22,971","2,570",6.8,,,"15,785",684,2.6,"31,192",794,1.5,100,0,"8,966",634,4.3,28.7,1.9,"131,906","3,201",1.5,100,0,"39,674","2,590",4.0,30.1,1.8,"37,051","1,574",2.6,100,0,"15,346","1,027",4.1,41.4,2.1,"9,705",695,4.4,100,0,"2,107",326,9.4,21.7,3.0,"131,906","3,201",1.5,100,0,"15,839","1,164",4.5,12.0,0.8,"11,053",923,5.1,8.4,0.7,"12,782","1,001",4.8,9.7,0.7,"9,797",911,5.7,7.4,0.7,"9,324",926,6.0,7.1,0.7,"8,468",881,6.3,6.4,0.6,"2,274",412,11.0,1.7,0.3,"6,585",967,8.9,5.0,0.7,"22,134","1,342",3.7,16.8,0.9,"14,028","1,072",4.6,10.6,0.8,"8,276",807,5.9,6.3,0.6,"11,346",913,4.9,8.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),208,Bronx,"82,692","53,994","2,582",2.9,"74,349","2,775",2.3,"22,759",682,1.8,100,0,"63,586","4,545",4.3,"17,031",712,2.5,100,0,"41,821","3,854",5.6,,,"30,350","1,349",2.7,"22,759",682,1.8,100,0,"2,890",394,8.3,12.7,1.7,"94,984","2,046",1.3,100,0,"14,908","1,578",6.4,15.7,1.6,"20,575","1,129",3.3,100,0,"5,021",611,7.4,24.4,2.6,"14,167",757,3.2,100,0,"1,610",299,11.3,11.4,2.0,"94,984","2,046",1.3,100,0,"6,450",736,6.9,6.8,0.8,"2,956",492,10.1,3.1,0.5,"5,502",653,7.2,5.8,0.7,"5,053",670,8.1,5.3,0.7,"4,340",537,7.5,4.6,0.6,"3,055",473,9.4,3.2,0.5,"2,106",405,11.7,2.2,0.4,"2,013",405,12.2,2.1,0.4,"13,691",992,4.4,14.4,1.0,"10,858",882,4.9,11.4,0.9,"9,489",811,5.2,10.0,0.8,"29,471","1,314",2.7,31.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTA2020,CD,BX09 Soundview-Parkchester (CD 9 Approximation),209,Bronx,"128,257","37,546","1,735",2.8,"48,339","1,719",2.2,"39,611",915,1.4,100,0,"41,554","1,995",2.9,"20,149",854,2.6,100,0,"26,008","2,756",6.4,,,"18,286",710,2.4,"39,611",915,1.4,100,0,"8,820",658,4.5,22.3,1.6,"167,165","3,309",1.2,100,0,"42,050","2,707",3.9,25.2,1.5,"44,627","1,725",2.4,100,0,"15,121","1,009",4.1,33.9,1.8,"16,761",867,3.1,100,0,"3,506",417,7.2,20.9,2.2,"167,165","3,309",1.2,100,0,"19,754","1,291",4.0,11.8,0.7,"10,408",907,5.3,6.2,0.5,"11,888",965,4.9,7.1,0.6,"12,265","1,175",5.8,7.3,0.7,"8,338",834,6.1,5.0,0.5,"9,979",957,5.8,6.0,0.6,"3,033",503,10.1,1.8,0.3,"4,215",549,7.9,2.5,0.3,"29,489","1,562",3.2,17.6,0.9,"21,667","1,316",3.7,13.0,0.7,"14,865","1,116",4.6,8.9,0.6,"21,264","1,258",3.6,12.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
