GeoType,CDTAType,GeogName,GeoID,Borough,Pop_1E,Pop_1M,Pop_1C,Pop_1P,Pop_1Z,MaleE,MaleM,MaleC,MaleP,MaleZ,FemE,FemM,FemC,FemP,FemZ,PopU181E,PopU181M,PopU181C,PopU181P,PopU181Z,Pop65pl1E,Pop65pl1M,Pop65pl1C,Pop65pl1P,Pop65pl1Z,MdAgeE,MdAgeM,MdAgeC,Pop_2E,Pop_2M,Pop_2C,Pop_2P,Pop_2Z,Hsp1E,Hsp1M,Hsp1C,Hsp1P,Hsp1Z,NHspE,NHspM,NHspC,NHspP,NHspZ,WtNHE,WtNHM,WtNHC,WtNHP,WtNHZ,BlNHE,BlNHM,BlNHC,BlNHP,BlNHZ,AIANNHE,AIANNHM,AIANNHC,AIANNHP,AIANNHZ,AsnNHE,AsnNHM,AsnNHC,AsnNHP,AsnNHZ,NHPINHE,NHPINHM,NHPINHC,NHPINHP,NHPINHZ,OthNHE,OthNHM,OthNHC,OthNHP,OthNHZ,Rc2plNHE,Rc2plNHM,Rc2plNHC,Rc2plNHP,Rc2plNHZ
CDTA2020,CD,BX05 Morris Heights-Mount Hope (CD 5 Approximation),205,Bronx,"133,897","4,796",2.2,100.0,0.0,"61,876","3,087",3.0,46.2,1.6,"72,021","2,937",2.5,53.8,1.0,"36,309","2,682",4.5,27.1,1.8,"12,209",981,4.9,9.1,0.7,33.5,0.5,1.0,"133,897","4,796",2.2,100.0,0.0,"89,344","4,465",3.0,66.7,2.3,"44,553","3,254",4.4,33.3,2.1,"2,262",544,14.6,1.7,0.4,"37,280","3,150",5.1,27.8,2.1,320,268,50.8,0.2,0.2,"1,464",525,21.8,1.1,0.4,1,3,182.4,0.0,0.0,908,502,33.6,0.7,0.4,"2,318",716,18.8,1.7,0.5
CDTA2020,CD,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),206,Bronx,"87,093","3,516",2.5,100.0,0.0,"40,532","2,094",3.1,46.5,1.5,"46,561","2,347",3.1,53.5,1.6,"23,430","1,978",5.1,26.9,2.0,"9,192",848,5.6,10.6,0.9,30.5,0.8,1.5,"87,093","3,516",2.5,100.0,0.0,"55,988","3,338",3.6,64.3,2.8,"31,105","2,366",4.6,35.7,2.3,"4,882",668,8.3,5.6,0.7,"23,434","2,264",5.9,26.9,2.4,208,168,49.2,0.2,0.2,953,286,18.3,1.1,0.3,0,,,,,413,245,36.0,0.5,0.3,"1,215",360,18.0,1.4,0.4
CDTA2020,CD,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),207,Bronx,"136,125","4,366",1.9,100.0,0.0,"66,050","2,776",2.6,48.5,1.3,"70,075","2,669",2.3,51.5,1.1,"32,675","2,101",3.9,24.0,1.3,"15,476","1,179",4.6,11.4,0.8,35.2,0.6,1.1,"136,125","4,366",1.9,100.0,0.0,"97,958","4,388",2.7,72.0,2.2,"38,167","2,295",3.7,28.0,1.4,"7,964","1,269",9.7,5.9,0.9,"19,772","1,731",5.3,14.5,1.2,331,320,58.7,0.2,0.2,"7,869","1,164",9.0,5.8,0.8,10,21,127.7,0.0,0.0,800,477,36.3,0.6,0.4,"1,421",395,16.9,1.0,0.3
CDTA2020,CD,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),208,Bronx,"105,777","3,816",2.2,100.0,0.0,"48,436","2,277",2.9,45.8,1.4,"57,341","2,406",2.6,54.2,1.2,"23,864","2,057",5.2,22.6,1.8,"22,422","1,263",3.4,21.2,0.9,40.9,0.9,1.3,"105,777","3,816",2.2,100.0,0.0,"52,831","3,362",3.9,49.9,2.6,"52,946","2,388",2.7,50.1,1.4,"32,964","1,786",3.3,31.2,1.3,"11,932","1,554",7.9,11.3,1.4,230,257,68.0,0.2,0.2,"3,762",628,10.2,3.6,0.6,0,,,,,956,301,19.1,0.9,0.3,"3,102",771,15.1,2.9,0.7
CDTA2020,CD,BX09 Soundview-Parkchester (CD 9 Approximation),209,Bronx,"170,654","4,731",1.7,100.0,0.0,"82,249","3,098",2.3,48.2,1.2,"88,405","2,948",2.0,51.8,1.0,"41,675","2,267",3.3,24.4,1.1,"25,121","1,399",3.4,14.7,0.7,35.5,0.6,1.1,"170,654","4,731",1.7,100.0,0.0,"96,419","4,078",2.6,56.5,1.8,"74,235","3,486",2.9,43.5,1.6,"3,971",870,13.3,2.3,0.5,"47,310","2,951",3.8,27.7,1.5,394,232,35.7,0.2,0.1,"15,992","1,979",7.5,9.4,1.1,43,91,128.6,0.0,0.1,"3,018",882,17.8,1.8,0.5,"3,507",821,14.2,2.1,0.5
CDTA2020,CD,BX10 Co-op City-Throgs Neck (CD 10 Approximation),210,Bronx,"128,362","4,179",2.0,100.0,0.0,"61,590","2,514",2.5,48.0,1.2,"66,772","2,595",2.4,52.0,1.1,"26,228","2,074",4.8,20.4,1.5,"25,012","1,562",3.8,19.5,1.0,40.5,0.8,1.2,"128,362","4,179",2.0,100.0,0.0,"55,158","3,235",3.6,43.0,2.1,"73,204","3,566",3.0,57.0,2.1,"29,853","2,002",4.1,23.3,1.4,"29,617","2,717",5.6,23.1,2.0,149,156,63.8,0.1,0.1,"9,543","1,251",8.0,7.4,0.9,0,,,,,670,293,26.6,0.5,0.2,"3,372","1,041",18.8,2.6,0.8
CDTA2020,CD,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),211,Bronx,"113,982","3,397",1.8,100.0,0.0,"54,652","2,085",2.3,47.9,1.1,"59,330","2,181",2.2,52.1,1.1,"24,799","1,675",4.1,21.8,1.3,"18,469","1,048",3.5,16.2,0.8,38.3,0.7,1.2,"113,982","3,397",1.8,100.0,0.0,"51,552","2,664",3.1,45.2,1.9,"62,430","2,942",2.9,54.8,2.0,"22,376","1,703",4.6,19.6,1.4,"25,609","2,224",5.3,22.5,1.8,249,149,36.4,0.2,0.1,"10,437","1,253",7.3,9.2,1.1,43,101,142.5,0.0,0.1,995,418,25.5,0.9,0.4,"2,721",629,14.0,2.4,0.5
CDTA2020,CD,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),212,Bronx,"160,621","5,098",1.9,100.0,0.0,"73,941","2,853",2.3,46.0,1.0,"86,680","3,284",2.3,54.0,1.1,"37,869","2,299",3.7,23.6,1.2,"25,100","1,563",3.8,15.6,0.8,37.4,0.7,1.1,"160,621","5,098",1.9,100.0,0.0,"45,533","3,314",4.4,28.3,1.9,"115,088","4,610",2.4,71.7,1.8,"9,253",932,6.1,5.8,0.6,"94,061","4,425",2.9,58.6,2.0,904,554,37.2,0.6,0.3,"2,965",702,14.4,1.8,0.4,28,49,106.4,0.0,0.0,"3,378",931,16.8,2.1,0.6,"4,499","1,004",13.6,2.8,0.6
CDTA2020,JIA,BX26 Van Cortlandt Park (JIA 26 Equivalent),226,Bronx,56,29,31.5,100.0,0.0,23,19,50.2,41.1,26.4,33,20,36.8,58.9,18.6,0,,,,,0,,,,,32.6,11.5,21.5,56,29,31.5,100.0,0.0,17,20,71.5,30.4,32.1,39,31,48.3,69.6,42.0,33,26,47.9,58.9,35.0,0,,,,,0,,,,,6,11,111.4,10.7,18.8,0,,,,,0,,,,,0,,,,
CDTA2020,JIA,BX27 Bronx Park (JIA 27 Approximation),227,Bronx,26,35,81.8,100.0,0.0,21,29,83.9,80.8,24.9,5,7,85.1,19.2,7.4,5,7,85.1,19.2,7.4,0,,,,,33.0,44.2,81.5,26,35,81.8,100.0,0.0,1,2,121.6,3.8,5.7,25,35,85.1,96.2,37.0,1,2,121.6,3.8,5.7,24,35,88.7,92.3,51.8,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
CDTA2020,JIA,BX28 Pelham Bay Park (JIA 28 Approximation),228,Bronx,57,85,90.7,100.0,0.0,26,40,93.5,45.6,17.3,31,50,98.0,54.4,33.4,21,36,104.2,36.8,31.2,1,2,121.6,1.8,2.3,19.5,18.9,59.1,57,85,90.7,100.0,0.0,0,,,,,57,85,90.7,100.0,0.0,15,29,117.5,26.3,32.4,42,67,97.0,73.7,41.7,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
CDTA2020,CD,MN01 Financial District-Tribeca (CD 1 Equivalent),101,Manhattan,"71,865","3,343",2.8,100.0,0.0,"34,598","2,017",3.5,48.1,1.7,"37,267","2,349",3.8,51.9,2.2,"10,620","1,228",7.0,14.8,1.6,"6,848","1,200",10.7,9.5,1.6,35.0,0.6,1.0,"71,865","3,343",2.8,100.0,0.0,"6,174","1,074",10.6,8.6,1.4,"65,691","3,331",3.1,91.4,1.8,"43,419","2,850",4.0,60.4,2.8,"3,620",855,14.4,5.0,1.2,39,49,76.7,0.1,0.1,"14,573","1,990",8.3,20.3,2.6,0,,,,,835,686,49.9,1.2,1.0,"3,205",785,14.9,4.5,1.1
CDTA2020,CD,MN02 Greenwich Village-SoHo (CD 2 Equivalent),102,Manhattan,"86,202","3,265",2.3,100.0,0.0,"41,607","2,264",3.3,48.3,1.9,"44,595","1,997",2.7,51.7,1.2,"7,551",912,7.3,8.8,1.0,"14,958","1,126",4.6,17.4,1.1,38.3,0.7,1.2,"86,202","3,265",2.3,100.0,0.0,"8,280","1,258",9.2,9.6,1.4,"77,922","3,155",2.5,90.4,1.3,"60,457","2,891",2.9,70.1,2.0,"2,536",695,16.7,2.9,0.8,64,71,67.7,0.1,0.1,"11,916","1,385",7.1,13.8,1.5,0,,,,,261,140,32.7,0.3,0.2,"2,688",594,13.4,3.1,0.7
CDTA2020,CD,MN03 Lower East Side-Chinatown (CD 3 Equivalent),103,Manhattan,"153,288","4,940",2.0,100.0,0.0,"75,957","3,298",2.6,49.6,1.4,"77,331","3,209",2.5,50.4,1.3,"17,237","1,876",6.6,11.2,1.2,"30,371","1,897",3.8,19.8,1.1,39.0,0.7,1.0,"153,288","4,940",2.0,100.0,0.0,"36,098","2,566",4.3,23.5,1.5,"117,190","4,531",2.4,76.5,1.6,"53,854","3,227",3.6,35.1,1.8,"13,254","1,653",7.6,8.6,1.0,235,153,39.5,0.2,0.1,"43,747","2,828",3.9,28.5,1.6,126,131,63.3,0.1,0.1,"1,069",589,33.5,0.7,0.4,"4,905",949,11.8,3.2,0.6
CDTA2020,CD,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),104,Manhattan,"117,099","3,913",2.0,100.0,0.0,"61,658","2,924",2.9,52.7,1.8,"55,441","2,468",2.7,47.3,1.4,"9,796","1,189",7.4,8.4,1.0,"19,231","1,713",5.4,16.4,1.4,39.1,0.6,0.9,"117,099","3,913",2.0,100.0,0.0,"21,368","2,073",5.9,18.2,1.7,"95,731","3,630",2.3,81.8,1.5,"64,754","3,241",3.0,55.3,2.1,"6,752","1,166",10.5,5.8,1.0,188,247,79.7,0.2,0.2,"17,528","1,588",5.5,15.0,1.3,88,148,102.0,0.1,0.1,693,300,26.3,0.6,0.3,"5,728","1,062",11.3,4.9,0.9
CDTA2020,CD,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),105,Manhattan,"51,619","2,138",2.5,100.0,0.0,"26,197","1,491",3.5,50.8,2.0,"25,422","1,422",3.4,49.2,1.9,"4,091",737,11.0,7.9,1.4,"8,445",794,5.7,16.4,1.4,38.1,0.7,1.2,"51,619","2,138",2.5,100.0,0.0,"5,775","1,065",11.2,11.2,2.0,"45,844","1,991",2.6,88.8,1.2,"29,339","1,622",3.4,56.8,2.1,"3,933",833,12.9,7.6,1.6,89,73,49.5,0.2,0.1,"9,778","1,121",7.0,18.9,2.0,87,149,104.4,0.2,0.3,215,152,43.0,0.4,0.3,"2,403",692,17.5,4.7,1.3
CDTA2020,CD,MN06 East Midtown-Murray Hill (CD 6 Approximation),106,Manhattan,"145,360","5,153",2.2,100.0,0.0,"69,600","3,259",2.8,47.9,1.5,"75,760","3,460",2.8,52.1,1.5,"14,703","1,656",6.8,10.1,1.1,"29,114","2,479",5.2,20.0,1.6,38.1,0.6,0.9,"145,360","5,153",2.2,100.0,0.0,"12,732","1,642",7.8,8.8,1.1,"132,628","4,951",2.3,91.2,1.1,"96,185","4,531",2.9,66.2,2.1,"6,155","1,484",14.7,4.2,1.0,143,110,46.7,0.1,0.1,"22,594","2,145",5.8,15.5,1.4,8,19,144.4,0.0,0.0,"1,150",451,23.8,0.8,0.3,"6,393","1,166",11.1,4.4,0.8
CDTA2020,CD,MN07 Upper West Side (CD 7 Approximation),107,Manhattan,"218,761","7,287",2.0,100.0,0.0,"101,936","4,205",2.5,46.6,1.1,"116,825","4,682",2.4,53.4,1.2,"33,904","2,824",5.1,15.5,1.2,"47,298","2,429",3.1,21.6,0.8,43.3,0.5,0.8,"218,761","7,287",2.0,100.0,0.0,"32,061","3,316",6.3,14.7,1.4,"186,700","6,459",2.1,85.3,0.8,"140,441","5,936",2.6,64.2,1.7,"13,034","1,688",7.9,6.0,0.7,61,54,54.3,0.0,0.0,"23,033","2,340",6.2,10.5,1.0,0,,,,,"2,139","1,286",36.6,1.0,0.6,"7,992","1,381",10.5,3.7,0.6
CDTA2020,CD,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),108,Manhattan,"212,308","6,106",1.7,100.0,0.0,"93,812","3,654",2.4,44.2,1.2,"118,496","3,906",2.0,55.8,0.9,"31,204","2,141",4.2,14.7,0.9,"49,343","2,455",3.0,23.2,0.9,42.2,0.6,0.9,"212,308","6,106",1.7,100.0,0.0,"18,634","2,210",7.2,8.8,1.0,"193,674","5,961",1.9,91.2,1.0,"155,718","5,569",2.2,73.3,1.6,"6,736","1,451",13.1,3.2,0.7,89,96,65.8,0.0,0.0,"22,789","2,176",5.8,10.7,1.0,269,261,58.9,0.1,0.1,"1,446",496,20.9,0.7,0.2,"6,627",954,8.8,3.1,0.4
CDTA2020,CD,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),109,Manhattan,"112,774","4,144",2.2,100.0,0.0,"55,451","2,784",3.1,49.2,1.7,"57,323","2,714",2.9,50.8,1.5,"16,456","1,547",5.7,14.6,1.3,"15,694","1,177",4.6,13.9,0.9,34.6,0.5,0.9,"112,774","4,144",2.2,100.0,0.0,"43,133","3,079",4.3,38.2,2.3,"69,641","3,279",2.9,61.8,1.8,"29,340","1,918",4.0,26.0,1.4,"24,788","2,436",6.0,22.0,2.0,193,91,28.6,0.2,0.1,"10,598","1,280",7.3,9.4,1.1,11,19,106.3,0.0,0.0,772,398,31.3,0.7,0.4,"3,939",827,12.8,3.5,0.7
CDTA2020,CD,MN10 Harlem (CD 10 Equivalent),110,Manhattan,"134,893","4,229",1.9,100.0,0.0,"64,262","2,776",2.6,47.6,1.4,"70,631","2,734",2.4,52.4,1.2,"26,199","2,114",4.9,19.4,1.4,"16,254","1,085",4.1,12.0,0.7,38.2,0.6,0.9,"134,893","4,229",1.9,100.0,0.0,"30,462","2,595",5.2,22.6,1.8,"104,431","4,014",2.3,77.4,1.7,"22,199","1,677",4.6,16.5,1.1,"69,274","3,579",3.1,51.4,2.1,59,56,57.2,0.0,0.0,"5,725","1,057",11.2,4.2,0.8,7,10,86.8,0.0,0.0,"1,655",598,22.0,1.2,0.4,"5,512",927,10.2,4.1,0.7
CDTA2020,CD,MN11 East Harlem (CD 11 Equivalent),111,Manhattan,"124,499","4,300",2.1,100.0,0.0,"56,669","2,556",2.7,45.5,1.3,"67,830","3,156",2.8,54.5,1.7,"24,201","1,942",4.9,19.4,1.4,"19,297","1,624",5.1,15.5,1.2,37.4,0.5,0.9,"124,499","4,300",2.1,100.0,0.0,"50,551","3,128",3.8,40.6,2.1,"73,948","3,747",3.1,59.4,2.2,"17,689","1,535",5.3,14.2,1.1,"39,300","3,059",4.7,31.6,2.2,62,61,59.5,0.0,0.0,"11,992","1,898",9.6,9.6,1.5,23,34,88.7,0.0,0.0,"1,335",921,42.0,1.1,0.7,"3,547",772,13.2,2.8,0.6
CDTA2020,CD,MN12 Washington Heights-Inwood (CD 12 Equivalent),112,Manhattan,"188,591","5,897",1.9,100.0,0.0,"91,204","3,698",2.5,48.4,1.2,"97,387","3,628",2.3,51.6,1.0,"30,051","2,020",4.1,15.9,0.9,"31,172","1,803",3.5,16.5,0.8,39.1,0.4,0.7,"188,591","5,897",1.9,100.0,0.0,"122,731","5,724",2.8,65.1,2.3,"65,860","2,821",2.6,34.9,1.0,"40,238","2,172",3.3,21.3,0.9,"12,795","1,396",6.6,6.8,0.7,248,158,38.6,0.1,0.1,"6,368","1,146",10.9,3.4,0.6,19,28,88.8,0.0,0.0,"1,476",523,21.5,0.8,0.3,"4,716",977,12.6,2.5,0.5
CDTA2020,JIA,MN64 Central Park (JIA 64 Equivalent),164,Manhattan,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
CDTA2020,CD,QN01 Astoria-Queensbridge (CD 1 Equivalent),401,Queens,"179,054","4,286",1.5,100.0,0.0,"90,116","2,740",1.8,50.3,0.9,"88,938","2,551",1.7,49.7,0.8,"26,313","1,661",3.8,14.7,0.9,"23,467","1,220",3.2,13.1,0.6,36.6,0.4,0.6,"179,054","4,286",1.5,100.0,0.0,"46,891","2,612",3.4,26.2,1.3,"132,163","3,810",1.8,73.8,1.2,"83,919","3,104",2.2,46.9,1.3,"11,849","1,149",5.9,6.6,0.6,350,158,27.5,0.2,0.1,"27,621","2,064",4.5,15.4,1.1,43,79,111.7,0.0,0.0,"1,361",446,19.9,0.8,0.2,"7,020",951,8.2,3.9,0.5
CDTA2020,CD,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),402,Queens,"123,823","3,951",1.9,100.0,0.0,"61,961","2,452",2.4,50.0,1.2,"61,862","2,408",2.4,50.0,1.1,"21,449","1,637",4.6,17.3,1.2,"15,740","1,118",4.3,12.7,0.8,37.8,0.4,0.7,"123,823","3,951",1.9,100.0,0.0,"37,908","3,020",4.8,30.6,2.2,"85,915","3,250",2.3,69.4,1.4,"36,612","1,973",3.3,29.6,1.3,"2,591",528,12.4,2.1,0.4,185,132,43.3,0.1,0.1,"41,695","2,762",4.0,33.7,2.0,11,22,121.6,0.0,0.0,867,335,23.5,0.7,0.3,"3,954",676,10.4,3.2,0.5
CDTA2020,CD,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),403,Queens,"161,945","5,171",1.9,100.0,0.0,"84,943","3,366",2.4,52.5,1.2,"77,002","2,839",2.2,47.5,0.9,"33,534","2,410",4.4,20.7,1.3,"23,466","1,478",3.8,14.5,0.8,39.5,0.6,0.9,"161,945","5,171",1.9,100.0,0.0,"100,299","4,569",2.8,61.9,2.0,"61,646","3,444",3.4,38.1,1.7,"17,747","1,927",6.6,11.0,1.1,"9,079","1,101",7.4,5.6,0.7,119,103,52.7,0.1,0.1,"29,930","2,530",5.1,18.5,1.4,135,181,81.7,0.1,0.1,933,353,23.0,0.6,0.2,"3,703","1,115",18.3,2.3,0.7
CDTA2020,CD,QN04 Elmhurst-Corona (CD 4 Approximation),404,Queens,"168,616","5,192",1.9,100.0,0.0,"85,159","3,167",2.3,50.5,1.1,"83,457","3,053",2.2,49.5,1.0,"37,169","2,357",3.9,22.0,1.2,"22,976","1,426",3.8,13.6,0.7,37.6,0.5,0.8,"168,616","5,192",1.9,100.0,0.0,"90,327","4,476",3.0,53.6,2.1,"78,289","3,627",2.8,46.4,1.6,"9,230","1,363",9.0,5.5,0.8,"8,119","1,572",11.8,4.8,0.9,255,159,37.9,0.2,0.1,"57,645","3,283",3.5,34.2,1.6,121,128,64.1,0.1,0.1,850,378,27.1,0.5,0.2,"2,069",661,19.4,1.2,0.4
CDTA2020,CD,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),405,Queens,"181,189","4,401",1.5,100.0,0.0,"89,381","2,539",1.7,49.3,0.7,"91,808","2,644",1.8,50.7,0.8,"35,783","1,784",3.0,19.7,0.9,"27,232","1,558",3.5,15.0,0.8,39.0,0.5,0.8,"181,189","4,401",1.5,100.0,0.0,"69,758","3,716",3.2,38.5,1.8,"111,431","3,330",1.8,61.5,1.1,"85,645","2,901",2.1,47.3,1.1,"3,183",630,12.0,1.8,0.3,286,203,43.2,0.2,0.1,"17,515","1,510",5.2,9.7,0.8,0,,,,,"1,472",859,35.5,0.8,0.5,"3,330",621,11.3,1.8,0.3
